id,name,form_name,分類,カテゴリー,タイプ1,タイプ2,高さ,重さ,HP,攻撃,防御,特攻,特防,素早さ,合計,特性1,特性2,夢特性,hiragana,romaji
10148,ピカチュウ,キミにきめたキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10152,ルガルガン,たそがれのすがた,オオカミポケモン,通常,いわ,,0.8,25,75,117,65,55,65,110,487,かたいツメ,,,るがるがん,rugarugan
10155,ネクロズマ,たそがれのたてがみ,プリズムポケモン,伝説,エスパー,はがね,3.8,460,97,157,127,113,109,77,680,プリズムアーマー,,,ねくろずま,nekurozuma
10156,ネクロズマ,あかつきのつばさ,プリズムポケモン,伝説,エスパー,ゴースト,4.2,350,97,113,109,157,127,77,680,プリズムアーマー,,,ねくろずま,nekurozuma
10157,ネクロズマ,ウルトラネクロズマ,プリズムポケモン,伝説,エスパー,ドラゴン,7.5,230,97,167,97,167,97,129,754,ブレインフォース,,,ねくろずま,nekurozuma
10160,ピカチュウ,ワールドキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10161,ニャース,ガラルのすがた,ばけねこポケモン,通常,はがね,,0.4,7.5,50,65,55,40,40,40,290,ものひろい,かたいツメ,きんちょうかん,にゃーす,nyaーsu
10162,ポニータ,ガラルのすがた,いっかくポケモン,通常,エスパー,,0.8,24,50,85,55,65,65,90,410,にげあし,パステルベール,きけんよち,ぽにーた,ponita
10163,ギャロップ,ガラルのすがた,いっかくポケモン,通常,エスパー,フェアリー,1.7,80,65,100,70,80,80,105,500,にげあし,パステルベール,きけんよち,ぎゃろっぷ,gyaroppu
10164,ヤドン,ガラルのすがた,まぬけポケモン,通常,エスパー,,1.2,36,90,65,65,40,40,15,315,くいしんぼう,マイペース,さいせいりょく,やどん,yadon
10165,ヤドラン,ガラルのすがた,やどかりポケモン,通常,どく,エスパー,1.6,70.5,95,100,95,100,70,30,490,クイックドロウ,マイペース,さいせいりょく,やどらん,yadoran
10166,カモネギ,ガラルのすがた,かるがもポケモン,通常,かくとう,,0.8,42,52,95,55,58,62,55,377,ふくつのこころ,,きもったま,かもねぎ,kamonegi
10167,マタドガス,ガラルのすがた,どくガスポケモン,通常,どく,フェアリー,3,16,65,90,120,85,70,60,490,ふゆう,かがくへんかガス,ミストメイカー,またどがす,matadogasu
10168,バリヤード,ガラルのすがた,ダンスポケモン,通常,こおり,エスパー,1.4,56.8,50,65,65,90,90,100,460,やるき,バリアフリー,アイスボディ,ばりやーど,bariyado
10169,フリーザー,ガラルのすがた,れいこくポケモン,準伝説,エスパー,ひこう,1.7,50.9,90,85,85,125,100,95,580,かちき,,,ふりーざー,furiza
10170,サンダー,ガラルのすがた,けんきゃくポケモン,準伝説,かくとう,ひこう,1.6,58.2,90,125,90,85,90,100,580,まけんき,,,さんだー,sanda
10171,ファイヤー,ガラルのすがた,じゃあくポケモン,準伝説,あく,ひこう,2,66,90,85,90,100,125,90,580,ぎゃくじょう,,,ふぁいやー,faiya
10172,ヤドキング,ガラルのすがた,じゅじゅつしポケモン,通常,どく,エスパー,1.8,79.5,95,65,80,110,110,30,490,きみょうなくすり,マイペース,さいせいりょく,やどきんぐ,yadokingu
10173,サニーゴ,ガラルのすがた,さんごポケモン,通常,ゴースト,,0.6,0.5,60,55,100,65,100,30,410,くだけるよろい,,のろわれボディ,さにーご,sanigo
10174,ジグザグマ,ガラルのすがた,まめだぬきポケモン,通常,あく,ノーマル,0.4,17.5,38,30,41,30,41,60,240,ものひろい,くいしんぼう,はやあし,じぐざぐま,jiguzaguma
10175,マッスグマ,ガラルのすがた,とっしんポケモン,通常,あく,ノーマル,0.5,32.5,78,70,61,50,61,100,420,ものひろい,くいしんぼう,はやあし,まっすぐま,massuguma
10176,ダルマッカ,ガラルのすがた,だるまポケモン,通常,こおり,,0.7,40,70,90,45,15,45,50,315,はりきり,,せいしんりょく,だるまっか,darumakka
10177,ヒヒダルマ,ガラルのすがた,だるまポケモン,通常,こおり,,1.7,120,105,140,55,30,55,95,480,ごりむちゅう,,ダルマモード,ひひだるま,hihidaruma
10178,ヒヒダルマ,ガラルのすがた・ダルマモード,えんじょうポケモン,通常,こおり,ほのお,1.7,120,105,160,55,30,55,135,540,ごりむちゅう,,ダルマモード,ひひだるま,hihidaruma
10179,デスマス,ガラルのすがた,たましいポケモン,通常,じめん,ゴースト,0.5,1.5,38,55,85,30,65,30,303,さまようたましい,,,ですます,desumasu
10180,マッギョ,ガラルのすがた,トラップポケモン,通常,じめん,はがね,0.7,20.5,109,81,99,66,84,32,471,ぎたい,,,まっぎょ,maggyo
10184,ストリンダー,ローなすがた,パンクポケモン,通常,でんき,どく,1.6,40,75,98,70,114,70,75,502,パンクロック,マイナス,テクニシャン,すとりんだー,sutorinda
10185,コオリッポ,ナイスフェイス,ペンギンポケモン,通常,こおり,,1.4,89,75,80,70,65,50,130,470,アイスフェイス,,,こおりっぽ,koorippo
10186,イエッサン,メスのすがた,かんじょうポケモン,通常,エスパー,ノーマル,0.9,28,70,55,65,95,105,85,475,マイペース,シンクロ,サイコメイカー,いえっさん,iessan
10187,モルペコ,はらぺこもよう,にめんポケモン,通常,でんき,あく,0.3,3,58,95,58,70,58,97,436,はらぺこスイッチ,,,もるぺこ,morupeko
10188,ザシアン,けんのおう,つわものポケモン,伝説,フェアリー,はがね,2.8,355,92,150,115,80,115,148,700,ふとうのけん,,,ざしあん,zashian
10189,ザマゼンタ,たてのおう,つわものポケモン,伝説,かくとう,はがね,2.9,785,92,120,140,80,140,128,700,ふくつのたて,,,ざまぜんた,zamazenta
10190,ムゲンダイナ,ムゲンダイマックス,キョダイポケモン,伝説,どく,ドラゴン,100,,255,115,250,125,250,130,1125,プレッシャー,,,むげんだいな,mugendaina
10191,ウーラオス,れんげきのかた,けんぽうポケモン,準伝説,かくとう,みず,1.9,105,100,130,100,63,60,97,550,ふかしのこぶし,,,うーらおす,uraosu
10192,ザルード,とうちゃん（映画版）,わるざるポケモン,幻,あく,くさ,1.8,70,105,120,105,70,95,105,600,リーフガード,,,ざるーど,zarudo
10193,バドレックス,はくばじょうのすがた,エンペラーポケモン,通常,エスパー,こおり,2.4,809.1,100,165,150,85,130,50,680,じんばいったい,,,ばどれっくす,badorekkusu
10194,バドレックス,こくばじょうのすがた,エンペラーポケモン,通常,エスパー,ゴースト,2.4,53.6,100,85,80,165,100,150,680,じんばいったい,,,ばどれっくす,badorekkusu
10195,フシギバナ,キョダイマックス,たねポケモン,通常,くさ,どく,,,80,82,83,100,100,80,525,しんりょく,,ようりょくそ,ふしぎばな,fushigibana
10196,リザードン,キョダイマックス,かえんポケモン,通常,ほのお,ひこう,,,78,84,78,109,85,100,534,もうか,,サンパワー,りざーどん,rizadon
10197,カメックス,キョダイマックス,こうらポケモン,通常,みず,,,,79,83,100,85,105,78,530,げきりゅう,,あめうけざら,かめっくす,kamekkusu
10198,バタフリー,キョダイマックス,ちょうちょポケモン,通常,むし,ひこう,,,60,45,50,90,80,70,395,ふくがん,,いろめがね,ばたふりー,batafuri
10199,ピカチュウ,キョダイマックス,ねずみポケモン,通常,でんき,,,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10200,ニャース,キョダイマックス,ばけねこポケモン,通常,ノーマル,,,,40,45,35,40,40,90,290,ものひろい,テクニシャン,きんちょうかん,にゃーす,nyaーsu
10201,カイリキー,キョダイマックス,かいりきポケモン,通常,かくとう,,,,90,130,80,65,85,55,505,こんじょう,ノーガード,ふくつのこころ,かいりきー,kairiki
10202,ゲンガー,キョダイマックス,シャドーポケモン,通常,ゴースト,どく,,,60,65,60,130,75,110,500,のろわれボディ,,,げんがー,genga
10203,キングラー,キョダイマックス,はさみポケモン,通常,みず,,,,55,130,115,50,50,75,475,かいりきバサミ,シェルアーマー,ちからずく,きんぐらー,kingura
10204,ラプラス,キョダイマックス,のりものポケモン,通常,みず,こおり,,,130,85,80,85,95,60,535,ちょすい,シェルアーマー,うるおいボディ,らぷらす,rapurasu
10205,イーブイ,キョダイマックス,しんかポケモン,通常,ノーマル,,,,55,55,50,45,65,55,325,にげあし,てきおうりょく,きけんよち,いーぶい,ibui
10206,カビゴン,キョダイマックス,いねむりポケモン,通常,ノーマル,,,,160,110,65,65,110,30,540,めんえき,あついしぼう,くいしんぼう,かびごん,kabigon
10207,ダストダス,キョダイマックス,ゴミすてばポケモン,通常,どく,,,,80,95,82,60,82,75,474,あくしゅう,くだけるよろい,ゆうばく,だすとだす,dasutodasu
10208,メルメタル,キョダイマックス,ナットポケモン,幻,はがね,,,,135,143,143,80,65,34,600,てつのこぶし,,,めるめたる,merumetaru
10209,ゴリランダー,キョダイマックス,ドラマーポケモン,通常,くさ,,,,100,125,90,60,70,85,530,しんりょく,,グラスメイカー,ごりらんだー,goriranda
10210,エースバーン,キョダイマックス,ストライカーポケモン,通常,ほのお,,,,80,116,75,65,75,119,530,もうか,,リベロ,えーすばーん,esuban
10211,インテレオン,キョダイマックス,エージェントポケモン,通常,みず,,,,70,85,65,125,65,120,530,げきりゅう,,スナイパー,いんてれおん,intereon
10212,アーマーガア,キョダイマックス,カラスポケモン,通常,ひこう,はがね,,,98,87,105,53,85,67,495,プレッシャー,きんちょうかん,ミラーアーマー,あーまーがあ,amaga
10213,イオルブ,キョダイマックス,ななほしポケモン,通常,むし,エスパー,,,60,45,110,80,120,90,505,むしのしらせ,おみとおし,テレパシー,いおるぶ,iorubu
10214,カジリガメ,キョダイマックス,かみつきポケモン,通常,みず,いわ,,,90,115,90,48,68,74,485,がんじょうあご,シェルアーマー,すいすい,かじりがめ,kajirigame
10215,セキタンザン,キョダイマックス,せきたんポケモン,通常,いわ,ほのお,,,110,80,120,80,90,30,510,じょうききかん,ほのおのからだ,もらいび,せきたんざん,sekitanzan
10216,アップリュー,キョダイマックス,りんごはねポケモン,通常,くさ,ドラゴン,,,70,110,80,95,60,70,485,じゅくせい,くいしんぼう,はりきり,あっぷりゅー,appuryuー
10217,タルップル,キョダイマックス,りんごじるポケモン,通常,くさ,ドラゴン,,,110,85,80,100,80,30,485,じゅくせい,くいしんぼう,あついしぼう,たるっぷる,taruppuru
10218,サダイジャ,キョダイマックス,すなへびポケモン,通常,じめん,,,,72,107,125,65,70,71,510,すなはき,だっぴ,すながくれ,さだいじゃ,sadaija
10219,ストリンダー,ハイなすがた・キョダイマックス,パンクポケモン,通常,でんき,どく,,,75,98,70,114,70,75,502,パンクロック,プラス,テクニシャン,すとりんだー,sutorinda
10220,マルヤクデ,キョダイマックス,はつねつポケモン,通常,ほのお,むし,,,100,115,65,90,90,65,525,もらいび,しろいけむり,ほのおのからだ,まるやくで,maruyakude
10221,ブリムオン,キョダイマックス,せいじゃくポケモン,通常,エスパー,フェアリー,,,57,90,95,136,103,29,510,いやしのこころ,きけんよち,マジックミラー,ぶりむおん,burimuon
10222,オーロンゲ,キョダイマックス,ビルドアップポケモン,通常,あく,フェアリー,,,95,120,65,95,75,60,510,いたずらごころ,おみとおし,わるいてぐせ,おーろんげ,oronge
10223,マホイップ,キョダイマックス,クリームポケモン,通常,フェアリー,,,,65,60,75,110,121,64,495,スイートベール,,アロマベール,まほいっぷ,mahoippu
10224,ダイオウドウ,キョダイマックス,どうぞうポケモン,通常,はがね,,,,122,130,69,80,69,30,500,ちからずく,,ヘヴィメタル,だいおうどう,daioudou
10225,ジュラルドン,キョダイマックス,ごうきんポケモン,通常,はがね,ドラゴン,,,70,95,115,120,50,85,535,ライトメタル,ヘヴィメタル,すじがねいり,じゅらるどん,jurarudon
10226,ウーラオス,いちげきのかた・キョダイマックス,けんぽうポケモン,準伝説,かくとう,あく,,,100,130,100,63,60,97,550,ふかしのこぶし,,,うーらおす,uraosu
10227,ウーラオス,れんげきのかた・キョダイマックス,けんぽうポケモン,準伝説,かくとう,みず,,,100,130,100,63,60,97,550,ふかしのこぶし,,,うーらおす,uraosu
10228,ストリンダー,ローなすがた・キョダイマックス,パンクポケモン,通常,でんき,どく,,,75,98,70,114,70,75,502,パンクロック,マイナス,テクニシャン,すとりんだー,sutorinda
10229,ガーディ,ヒスイのすがた,みはりポケモン,通常,ほのお,いわ,0.8,22.7,60,75,45,65,50,55,350,いかく,もらいび,いしあたま,がーでぃ,gadei
10230,ウインディ,ヒスイのすがた,でんせつポケモン,通常,ほのお,いわ,2,168,95,115,80,95,80,90,555,いかく,もらいび,いしあたま,ういんでぃ,uindei
10231,ビリリダマ,ヒスイのすがた,きゅうたいポケモン,通常,でんき,くさ,0.5,13,40,30,50,55,55,100,330,ぼうおん,せいでんき,ゆうばく,びりりだま,biriridama
10232,マルマイン,ヒスイのすがた,きゅうたいポケモン,通常,でんき,くさ,1.2,71,60,50,70,80,80,150,490,ぼうおん,せいでんき,ゆうばく,まるまいん,marumain
10233,バクフーン,ヒスイのすがた,おにびポケモン,通常,ほのお,ゴースト,1.6,69.8,73,84,78,119,85,95,534,もうか,,おみとおし,ばくふーん,bakufun
10234,ハリーセン,ヒスイのすがた,ふうせんポケモン,通常,あく,どく,0.5,3.9,65,95,85,55,55,85,440,どくのトゲ,すいすい,いかく,はりーせん,harisen
10235,ニューラ,ヒスイのすがた,かぎづめポケモン,通常,かくとう,どく,0.9,27,55,95,55,35,75,115,430,せいしんりょく,するどいめ,わるいてぐせ,にゅーら,nyuーra
10236,ダイケンキ,ヒスイのすがた,かんろくポケモン,通常,みず,あく,1.5,58.2,90,108,80,100,65,85,528,げきりゅう,,きれあじ,だいけんき,daikenki
10237,ドレディア,ヒスイのすがた,スピンポケモン,通常,くさ,かくとう,1.2,19.2,70,105,75,50,75,105,480,ようりょくそ,はりきり,リーフガード,どれでぃあ,doredeia
10238,ゾロア,ヒスイのすがた,うらみぎつねポケモン,通常,ノーマル,ゴースト,0.7,12.5,35,60,40,85,40,70,330,イリュージョン,,,ぞろあ,zoroa
10239,ゾロアーク,ヒスイのすがた,のろいぎつねポケモン,通常,ノーマル,ゴースト,1.6,73,55,100,60,125,60,110,510,イリュージョン,,,ぞろあーく,zoroaku
10240,ウォーグル,ヒスイのすがた,おたけびポケモン,通常,エスパー,ひこう,1.7,43.4,110,83,70,112,70,65,510,するどいめ,ちからずく,いろめがね,うぉーぐる,uoーguru
